participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.language,player.control_question,player.alternative1,player.policy_choice,player.Price_UR_A,player.Price_UN_A,player.Price_O_A,player.EV_A,player.Revenue_A,player.Price_UR_B,player.Price_UN_B,player.Price_O_B,player.EV_B,player.Revenue_B,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
5,i4pgapul,,0,26,87,A_Planet2,Choice,2022-11-23 12:10:59.881822,1,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,3,8ojj7zy0,,,,,0
1,eqr68b8e,,0,87,87,A_Planet2,PaymentInfo,2022-11-23 11:50:00.309782,1,,,0.0,1,,0.0,ES,,,2,1,1,2,4,3,2,1,3,2,1,1,4,8ojj7zy0,,,,,0
2,3pvuy5hg,,0,0,87,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,4,8ojj7zy0,,,,,0
3,qpo3ct5q,,0,0,87,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,4,8ojj7zy0,,,,,0
4,smg765iu,,0,0,87,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,4,8ojj7zy0,,,,,0
5,i4pgapul,,0,26,87,A_Planet2,Choice,2022-11-23 12:10:59.881822,1,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,4,8ojj7zy0,,,,,0
1,eqr68b8e,,0,87,87,A_Planet2,PaymentInfo,2022-11-23 11:50:00.309782,1,,,0.0,1,,0.0,ES,,,1,4,1,4,2,5,2,2,3,4,1,1,5,8ojj7zy0,,,,,0
2,3pvuy5hg,,0,0,87,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,5,8ojj7zy0,,,,,0
3,qpo3ct5q,,0,0,87,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,5,8ojj7zy0,,,,,0
4,smg765iu,,0,0,87,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,5,8ojj7zy0,,,,,0
5,i4pgapul,,0,26,87,A_Planet2,Choice,2022-11-23 12:10:59.881822,1,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,5,8ojj7zy0,,,,,0
1,eqr68b8e,,0,87,87,A_Planet2,PaymentInfo,2022-11-23 11:50:00.309782,1,,,0.0,1,,0.0,ES,,,2,1,1,2,2,3,4,4,1,1,2,1,6,8ojj7zy0,,,,,0
2,3pvuy5hg,,0,0,87,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,6,8ojj7zy0,,,,,0
3,qpo3ct5q,,0,0,87,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,6,8ojj7zy0,,,,,0
4,smg765iu,,0,0,87,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,6,8ojj7zy0,,,,,0
5,i4pgapul,,0,26,87,A_Planet2,Choice,2022-11-23 12:10:59.881822,1,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,6,8ojj7zy0,,,,,0
1,i78tfv0h,,0,11,72,A_Planet2,Choice,2022-11-23 12:12:50.283437,1,,,0.0,1,,0.0,ES,2,3,,4,3,3,1,2,3,1,2,2,5,1,1,mg4uuy5h,,,,,0
2,ym6tphct,,0,0,72,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,1,mg4uuy5h,,,,,0
3,eu1wy5os,,0,0,72,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,1,mg4uuy5h,,,,,0
4,dagjzdgi,,0,0,72,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,1,mg4uuy5h,,,,,0
5,p7hd5j7j,,0,0,72,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,1,mg4uuy5h,,,,,0
1,i78tfv0h,,0,11,72,A_Planet2,Choice,2022-11-23 12:12:50.283437,1,,,0.0,1,,0.0,ES,,,,,,,,,,,,,,1,2,mg4uuy5h,,,,,0
2,ym6tphct,,0,0,72,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,2,mg4uuy5h,,,,,0
3,eu1wy5os,,0,0,72,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,2,mg4uuy5h,,,,,0
4,dagjzdgi,,0,0,72,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,2,mg4uuy5h,,,,,0
5,p7hd5j7j,,0,0,72,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,2,mg4uuy5h,,,,,0
1,i78tfv0h,,0,11,72,A_Planet2,Choice,2022-11-23 12:12:50.283437,1,,,0.0,1,,0.0,ES,,,,,,,,,,,,,,1,3,mg4uuy5h,,,,,0
2,ym6tphct,,0,0,72,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,3,mg4uuy5h,,,,,0
3,eu1wy5os,,0,0,72,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,3,mg4uuy5h,,,,,0
4,dagjzdgi,,0,0,72,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,3,mg4uuy5h,,,,,0
5,p7hd5j7j,,0,0,72,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,3,mg4uuy5h,,,,,0
1,i78tfv0h,,0,11,72,A_Planet2,Choice,2022-11-23 12:12:50.283437,1,,,0.0,1,,0.0,ES,,,,,,,,,,,,,,1,4,mg4uuy5h,,,,,0
2,ym6tphct,,0,0,72,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,4,mg4uuy5h,,,,,0
3,eu1wy5os,,0,0,72,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,4,mg4uuy5h,,,,,0
4,dagjzdgi,,0,0,72,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,4,mg4uuy5h,,,,,0
5,p7hd5j7j,,0,0,72,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,4,mg4uuy5h,,,,,0
1,i78tfv0h,,0,11,72,A_Planet2,Choice,2022-11-23 12:12:50.283437,1,,,0.0,1,,0.0,ES,,,,,,,,,,,,,,1,5,mg4uuy5h,,,,,0
2,ym6tphct,,0,0,72,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,5,mg4uuy5h,,,,,0
3,eu1wy5os,,0,0,72,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,5,mg4uuy5h,,,,,0
4,dagjzdgi,,0,0,72,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,5,mg4uuy5h,,,,,0
5,p7hd5j7j,,0,0,72,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,5,mg4uuy5h,,,,,0
1,i78tfv0h,,0,11,72,A_Planet2,Choice,2022-11-23 12:12:50.283437,1,,,0.0,1,,0.0,ES,,,,,,,,,,,,,,1,6,mg4uuy5h,,,,,0
2,ym6tphct,,0,0,72,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,6,mg4uuy5h,,,,,0
3,eu1wy5os,,0,0,72,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,6,mg4uuy5h,,,,,0
4,dagjzdgi,,0,0,72,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,6,mg4uuy5h,,,,,0
5,p7hd5j7j,,0,0,72,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,6,mg4uuy5h,,,,,0
1,qkww0k4l,,0,96,96,A_Planet2,PaymentInfo,2022-11-23 12:49:19.645948,1,,,0.0,1,,0.0,ES,3,2,2,2,1,2,3,1,1,1,1,4,4,1,1,4pqn8oxi,,,,,0
2,qizqa17d,,0,0,96,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,1,4pqn8oxi,,,,,0
3,borfo8n6,,0,0,96,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,1,4pqn8oxi,,,,,0
4,mpoh36jg,,0,0,96,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,1,4pqn8oxi,,,,,0
5,mpe1gxpc,,0,0,96,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,1,4pqn8oxi,,,,,0
1,qkww0k4l,,0,96,96,A_Planet2,PaymentInfo,2022-11-23 12:49:19.645948,1,,,0.0,1,,0.0,ES,,,1,1,1,3,1,5,3,4,4,2,2,1,2,4pqn8oxi,,,,,0
2,qizqa17d,,0,0,96,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,2,4pqn8oxi,,,,,0
3,borfo8n6,,0,0,96,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,2,4pqn8oxi,,,,,0
4,mpoh36jg,,0,0,96,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,2,4pqn8oxi,,,,,0
5,mpe1gxpc,,0,0,96,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,2,4pqn8oxi,,,,,0
1,qkww0k4l,,0,96,96,A_Planet2,PaymentInfo,2022-11-23 12:49:19.645948,1,,,0.0,1,,0.0,ES,,,3,3,3,4,1,4,4,1,2,3,3,1,3,4pqn8oxi,,,,,0
2,qizqa17d,,0,0,96,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,3,4pqn8oxi,,,,,0
3,borfo8n6,,0,0,96,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,3,4pqn8oxi,,,,,0
4,mpoh36jg,,0,0,96,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,3,4pqn8oxi,,,,,0
5,mpe1gxpc,,0,0,96,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,3,4pqn8oxi,,,,,0
1,qkww0k4l,,0,96,96,A_Planet2,PaymentInfo,2022-11-23 12:49:19.645948,1,,,0.0,1,,0.0,ES,,,2,1,1,1,4,1,4,3,3,2,4,1,4,4pqn8oxi,,,,,0
2,qizqa17d,,0,0,96,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,4,4pqn8oxi,,,,,0
3,borfo8n6,,0,0,96,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,4,4pqn8oxi,,,,,0
4,mpoh36jg,,0,0,96,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,4,4pqn8oxi,,,,,0
5,mpe1gxpc,,0,0,96,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,4,4pqn8oxi,,,,,0
1,qkww0k4l,,0,96,96,A_Planet2,PaymentInfo,2022-11-23 12:49:19.645948,1,,,0.0,1,,0.0,ES,,,2,2,2,4,4,2,3,4,1,1,3,1,5,4pqn8oxi,,,,,0
2,qizqa17d,,0,0,96,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,5,4pqn8oxi,,,,,0
3,borfo8n6,,0,0,96,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,5,4pqn8oxi,,,,,0
4,mpoh36jg,,0,0,96,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,5,4pqn8oxi,,,,,0
5,mpe1gxpc,,0,0,96,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,5,4pqn8oxi,,,,,0
1,qkww0k4l,,0,96,96,A_Planet2,PaymentInfo,2022-11-23 12:49:19.645948,1,,,0.0,1,,0.0,ES,,,1,2,1,2,1,1,3,2,4,3,3,1,6,4pqn8oxi,,,,,0
2,qizqa17d,,0,0,96,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,6,4pqn8oxi,,,,,0
3,borfo8n6,,0,0,96,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,6,4pqn8oxi,,,,,0
4,mpoh36jg,,0,0,96,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,6,4pqn8oxi,,,,,0
5,mpe1gxpc,,0,0,96,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,6,4pqn8oxi,,,,,0
1,qkww0k4l,,0,96,96,A_Planet2,PaymentInfo,2022-11-23 12:49:19.645948,1,,,0.0,1,,0.0,ES,,,2,4,3,1,3,3,3,1,2,2,5,1,7,4pqn8oxi,,,,,0
2,qizqa17d,,0,0,96,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,7,4pqn8oxi,,,,,0
3,borfo8n6,,0,0,96,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,7,4pqn8oxi,,,,,0
4,mpoh36jg,,0,0,96,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,7,4pqn8oxi,,,,,0
5,mpe1gxpc,,0,0,96,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,7,4pqn8oxi,,,,,0
1,qkww0k4l,,0,96,96,A_Planet2,PaymentInfo,2022-11-23 12:49:19.645948,1,,,0.0,1,,0.0,ES,,,2,1,1,1,3,2,2,2,4,4,3,1,8,4pqn8oxi,,,,,0
2,qizqa17d,,0,0,96,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,8,4pqn8oxi,,,,,0
3,borfo8n6,,0,0,96,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,8,4pqn8oxi,,,,,0
4,mpoh36jg,,0,0,96,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,8,4pqn8oxi,,,,,0
5,mpe1gxpc,,0,0,96,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,8,4pqn8oxi,,,,,0
1,0d50seoj,,0,7,112,A_Planet1,B3,2022-11-23 15:34:31.163723,1,,,0.0,1,,0.0,ES,,,,,,,,,,,,,,1,1,a7ub38fl,,,,,0
2,c2ef45k0,,0,0,112,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,1,a7ub38fl,,,,,0
3,8f6wybah,,0,12,112,A_Planet1,B7b,2022-11-23 15:48:39.769561,1,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,1,a7ub38fl,,,,,0
4,4coo5vpe,,0,16,112,A_Planet1,B8,2022-11-23 15:50:22.277401,1,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,1,a7ub38fl,,,,,0
5,np0bq8tz,,0,0,112,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,1,a7ub38fl,,,,,0
1,0d50seoj,,0,7,112,A_Planet1,B3,2022-11-23 15:34:31.163723,1,,,0.0,1,,0.0,ES,,,,,,,,,,,,,,1,2,a7ub38fl,,,,,0
2,c2ef45k0,,0,0,112,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,2,a7ub38fl,,,,,0
3,8f6wybah,,0,12,112,A_Planet1,B7b,2022-11-23 15:48:39.769561,1,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,2,a7ub38fl,,,,,0
4,4coo5vpe,,0,16,112,A_Planet1,B8,2022-11-23 15:50:22.277401,1,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,2,a7ub38fl,,,,,0
5,np0bq8tz,,0,0,112,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,2,a7ub38fl,,,,,0
1,0d50seoj,,0,7,112,A_Planet1,B3,2022-11-23 15:34:31.163723,1,,,0.0,1,,0.0,ES,,,,,,,,,,,,,,1,3,a7ub38fl,,,,,0
2,c2ef45k0,,0,0,112,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,3,a7ub38fl,,,,,0
3,8f6wybah,,0,12,112,A_Planet1,B7b,2022-11-23 15:48:39.769561,1,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,3,a7ub38fl,,,,,0
4,4coo5vpe,,0,16,112,A_Planet1,B8,2022-11-23 15:50:22.277401,1,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,3,a7ub38fl,,,,,0
5,np0bq8tz,,0,0,112,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,3,a7ub38fl,,,,,0
1,0d50seoj,,0,7,112,A_Planet1,B3,2022-11-23 15:34:31.163723,1,,,0.0,1,,0.0,ES,,,,,,,,,,,,,,1,4,a7ub38fl,,,,,0
2,c2ef45k0,,0,0,112,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,4,a7ub38fl,,,,,0
3,8f6wybah,,0,12,112,A_Planet1,B7b,2022-11-23 15:48:39.769561,1,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,4,a7ub38fl,,,,,0
4,4coo5vpe,,0,16,112,A_Planet1,B8,2022-11-23 15:50:22.277401,1,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,4,a7ub38fl,,,,,0
5,np0bq8tz,,0,0,112,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,4,a7ub38fl,,,,,0
1,0d50seoj,,0,7,112,A_Planet1,B3,2022-11-23 15:34:31.163723,1,,,0.0,1,,0.0,ES,,,,,,,,,,,,,,1,5,a7ub38fl,,,,,0
2,c2ef45k0,,0,0,112,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,5,a7ub38fl,,,,,0
3,8f6wybah,,0,12,112,A_Planet1,B7b,2022-11-23 15:48:39.769561,1,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,5,a7ub38fl,,,,,0
4,4coo5vpe,,0,16,112,A_Planet1,B8,2022-11-23 15:50:22.277401,1,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,5,a7ub38fl,,,,,0
5,np0bq8tz,,0,0,112,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,5,a7ub38fl,,,,,0
1,0d50seoj,,0,7,112,A_Planet1,B3,2022-11-23 15:34:31.163723,1,,,0.0,1,,0.0,ES,,,,,,,,,,,,,,1,6,a7ub38fl,,,,,0
2,c2ef45k0,,0,0,112,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,6,a7ub38fl,,,,,0
3,8f6wybah,,0,12,112,A_Planet1,B7b,2022-11-23 15:48:39.769561,1,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,6,a7ub38fl,,,,,0
4,4coo5vpe,,0,16,112,A_Planet1,B8,2022-11-23 15:50:22.277401,1,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,6,a7ub38fl,,,,,0
5,np0bq8tz,,0,0,112,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,6,a7ub38fl,,,,,0
1,0d50seoj,,0,7,112,A_Planet1,B3,2022-11-23 15:34:31.163723,1,,,0.0,1,,0.0,ES,,,,,,,,,,,,,,1,7,a7ub38fl,,,,,0
2,c2ef45k0,,0,0,112,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,7,a7ub38fl,,,,,0
3,8f6wybah,,0,12,112,A_Planet1,B7b,2022-11-23 15:48:39.769561,1,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,7,a7ub38fl,,,,,0
4,4coo5vpe,,0,16,112,A_Planet1,B8,2022-11-23 15:50:22.277401,1,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,7,a7ub38fl,,,,,0
5,np0bq8tz,,0,0,112,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,7,a7ub38fl,,,,,0
1,0d50seoj,,0,7,112,A_Planet1,B3,2022-11-23 15:34:31.163723,1,,,0.0,1,,0.0,ES,,,,,,,,,,,,,,1,8,a7ub38fl,,,,,0
2,c2ef45k0,,0,0,112,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,8,a7ub38fl,,,,,0
3,8f6wybah,,0,12,112,A_Planet1,B7b,2022-11-23 15:48:39.769561,1,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,8,a7ub38fl,,,,,0
4,4coo5vpe,,0,16,112,A_Planet1,B8,2022-11-23 15:50:22.277401,1,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,8,a7ub38fl,,,,,0
5,np0bq8tz,,0,0,112,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,8,a7ub38fl,,,,,0
1,wa5kjg2y,,0,75,112,A_Planet2,Choice,2022-11-23 16:02:43.543106,1,,,0.0,1,,0.0,ES,0,1,2,2,2,2,2,2,3,1,3,1,5,1,1,vf5i8ov9,,,,,0
2,zorge37a,,0,0,112,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,1,vf5i8ov9,,,,,0
3,vlr3e4kq,,0,0,112,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,1,vf5i8ov9,,,,,0
4,k0k26g8t,,0,0,112,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,1,vf5i8ov9,,,,,0
5,iwc0h1zi,,0,0,112,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,1,vf5i8ov9,,,,,0
1,wa5kjg2y,,0,75,112,A_Planet2,Choice,2022-11-23 16:02:43.543106,1,,,0.0,1,,0.0,ES,,,2,4,4,3,4,5,1,1,4,1,2,1,2,vf5i8ov9,,,,,0
2,zorge37a,,0,0,112,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,2,vf5i8ov9,,,,,0
3,vlr3e4kq,,0,0,112,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,2,vf5i8ov9,,,,,0
4,k0k26g8t,,0,0,112,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,2,vf5i8ov9,,,,,0
5,iwc0h1zi,,0,0,112,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,2,vf5i8ov9,,,,,0
1,wa5kjg2y,,0,75,112,A_Planet2,Choice,2022-11-23 16:02:43.543106,1,,,0.0,1,,0.0,ES,,,1,3,4,2,3,5,4,2,1,4,1,1,3,vf5i8ov9,,,,,0
2,zorge37a,,0,0,112,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,3,vf5i8ov9,,,,,0
3,vlr3e4kq,,0,0,112,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,3,vf5i8ov9,,,,,0
4,k0k26g8t,,0,0,112,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,3,vf5i8ov9,,,,,0
5,iwc0h1zi,,0,0,112,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,3,vf5i8ov9,,,,,0
1,wa5kjg2y,,0,75,112,A_Planet2,Choice,2022-11-23 16:02:43.543106,1,,,0.0,1,,0.0,ES,,,2,1,1,4,3,4,2,2,1,2,2,1,4,vf5i8ov9,,,,,0
2,zorge37a,,0,0,112,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,4,vf5i8ov9,,,,,0
3,vlr3e4kq,,0,0,112,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,4,vf5i8ov9,,,,,0
4,k0k26g8t,,0,0,112,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,4,vf5i8ov9,,,,,0
5,iwc0h1zi,,0,0,112,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,4,vf5i8ov9,,,,,0
1,wa5kjg2y,,0,75,112,A_Planet2,Choice,2022-11-23 16:02:43.543106,1,,,0.0,1,,0.0,ES,,,,3,1,3,3,4,4,4,2,1,2,1,5,vf5i8ov9,,,,,0
2,zorge37a,,0,0,112,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,5,vf5i8ov9,,,,,0
3,vlr3e4kq,,0,0,112,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,5,vf5i8ov9,,,,,0
4,k0k26g8t,,0,0,112,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,5,vf5i8ov9,,,,,0
5,iwc0h1zi,,0,0,112,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,5,vf5i8ov9,,,,,0
1,wa5kjg2y,,0,75,112,A_Planet2,Choice,2022-11-23 16:02:43.543106,1,,,0.0,1,,0.0,ES,,,,,,,,,,,,,,1,6,vf5i8ov9,,,,,0
2,zorge37a,,0,0,112,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,6,vf5i8ov9,,,,,0
3,vlr3e4kq,,0,0,112,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,6,vf5i8ov9,,,,,0
4,k0k26g8t,,0,0,112,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,6,vf5i8ov9,,,,,0
5,iwc0h1zi,,0,0,112,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,6,vf5i8ov9,,,,,0
1,wa5kjg2y,,0,75,112,A_Planet2,Choice,2022-11-23 16:02:43.543106,1,,,0.0,1,,0.0,ES,,,,,,,,,,,,,,1,7,vf5i8ov9,,,,,0
2,zorge37a,,0,0,112,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,7,vf5i8ov9,,,,,0
3,vlr3e4kq,,0,0,112,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,7,vf5i8ov9,,,,,0
4,k0k26g8t,,0,0,112,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,7,vf5i8ov9,,,,,0
5,iwc0h1zi,,0,0,112,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,7,vf5i8ov9,,,,,0
1,wa5kjg2y,,0,75,112,A_Planet2,Choice,2022-11-23 16:02:43.543106,1,,,0.0,1,,0.0,ES,,,,,,,,,,,,,,1,8,vf5i8ov9,,,,,0
2,zorge37a,,0,0,112,,,,0,,,0.0,2,,0.0,ES,,,,,,,,,,,,,,1,8,vf5i8ov9,,,,,0
3,vlr3e4kq,,0,0,112,,,,0,,,0.0,3,,0.0,ES,,,,,,,,,,,,,,1,8,vf5i8ov9,,,,,0
4,k0k26g8t,,0,0,112,,,,0,,,0.0,4,,0.0,ES,,,,,,,,,,,,,,1,8,vf5i8ov9,,,,,0
5,iwc0h1zi,,0,0,112,,,,0,,,0.0,5,,0.0,ES,,,,,,,,,,,,,,1,8,vf5i8ov9,,,,,0
